#GENE	HGNC ID	INHERITANCE	AGE GROUP
RFT1	30220	AR	Pediatric
RFWD3	25539	AR	Pediatric
RFX5	9986	AR	Pediatric
RFX6	21478	AR	Pediatric
RFXANK	9987	AR	Pediatric
RFXAP	9988	AR	Pediatric
RGR	9990	AD/AR	N/A
RGS9	10004	AR	N/A
RGS9BP	30304	AR	N/A
RHAG	10006	AD/AR/BG	Pediatric
RHBDF2	20788	AD	Adult
RHCE	10008	BG	Pediatric
RHD	10009	BG	Pediatric
RHO	10012	AD/AR	N/A
RHOA	667	AD	N/A
RHOBTB2	18756	AR	N/A
RHOH	686	AR	Pediatric
RIC1	17686	AD	N/A
RIMS1	17282	AD	N/A
RIMS2	17283	AR	Pediatric
RIN2	18750	AR	N/A
RINT1	21876	AR	N/A
RIPK1	10019	AD/AR	Pediatric
RIPK4	496	AR	N/A
RIPOR2	13872	AR	Pediatric
RIPPLY2	21390	AR	N/A
RIT1	10023	AD	Pediatric
RLBP1	10024	AR	N/A
RLIM	13429	XL	N/A
RMND1	21176	AR	N/A
RMRP	10031	AR	Pediatric
RNASEH1	18466	AR	N/A
RNASEH2A	18518	AR	N/A
RNASEH2B	25671	AR	N/A
RNASEH2C	24116	AR	N/A
RNASEL	10050	AD	Adult
RNASET2	21686	AR	Pediatric
RNF113A	12974	XL	Pediatric
RNF125	21150	AD	N/A
RNF13	10057	AD	N/A
RNF135	21158	AD	N/A
RNF139	17023	AD	Pediatric
RNF168	26661	AR	Pediatric
RNF170	25358	AD/AR	N/A
RNF2	10061	AD	N/A
RNF212	27729	AR	N/A
RNF213	14539	AD/AR	Adult
RNF216	21698	AR	Pediatric
RNF220	25552	AR	Pediatric
RNF43	18505	AD	Adult
RNPC3	18666	AR	Pediatric
RNU4ATAC	34016	AR	Pediatric
ROBO2	10250	AD	Pediatric
ROBO3	13433	AR	N/A
ROBO4	17985	AD	Pediatric
ROGDI	29478	AR	N/A
ROM1	10254	Digenic	N/A
ROR1	10256	AR	Pediatric
ROR2	10257	AR	Pediatric
RORA	10258	AD	N/A
RORB	10259	AD	N/A
RORC	10260	AR	Pediatric
RP1	10263	AD/AR	N/A
RP1L1	15946	AD/AR	N/A
RP2	10274	XL	N/A
RP9	10288	AD	N/A
RPE65	10294	AR	Pediatric
RPGR	10295	XL	Pediatric
RPGRIP1	13436	AR	N/A
RPGRIP1L	29168	AR	N/A
RPIA	10297	AR	N/A
RPL10	10298	XL	N/A
RPL10L	17976	AR	N/A
RPL11	10301	AD	Pediatric
RPL13	10303	AD	N/A
RPL15	10306	AD	Pediatric
RPL18	10310	AD	Pediatric
RPL21	10313	AD	N/A
RPL26	10327	AD	Pediatric
RPL27	10328	AD	Pediatric
RPL35	10344	AD	Pediatric
RPL35A	10345	AD	Pediatric
RPL3L	10351	AR	Pediatric
RPL5	10360	AD	Pediatric
RPS10	10383	AD	Pediatric
RPS15A	10389	AD	Pediatric
RPS17	10397	AD	Pediatric
RPS19	10402	AD	Pediatric
RPS23	10410	AD	N/A
RPS24	10411	AD	Pediatric
RPS26	10414	AD	Pediatric
RPS27	10416	AD	Pediatric
RPS28	10418	AD	Pediatric
RPS29	10419	AD	Pediatric
RPS6KA3	10432	XL	Pediatric
RPS7	10440	AD	Pediatric
RPSA	6502	AD	Pediatric
RRAS2	17271	AD	Pediatric
RRM2B	17296	AD/AR	N/A
RRP7A	24286	AR	N/A
RS1	10457	XL	N/A
RSPH1	12371	AR	Pediatric
RSPH3	21054	AR	Pediatric
RSPH4A	21558	AR	Pediatric
RSPH9	21057	AR	Pediatric
RSPO1	21679	AR	Adult
RSPO2	28583	AR	Pediatric
RSPO4	16175	AR	N/A
RSPRY1	29420	AR	N/A
RSRC1	24152	AR	N/A
RTEL1	15888	AD/AR	Pediatric
RTN2	10468	AD	N/A
RTN4IP1	18647	AR	N/A
RTTN	18654	AR	N/A
RUBCN	28991	AR	N/A
RUNX1	10471	AD	Pediatric
RUNX2	10472	AD	N/A
RUSC2	23625	AR	N/A
RXFP2	17318	AD	N/A
RXYLT1	13530	AR	N/A
RYR1	10483	AD/AR	Pediatric
RYR2	10484	AD	Pediatric
S1PR2	3169	AR	Pediatric
SACS	10519	AR	N/A
SAG	10521	AR	N/A
SALL1	10524	AD	Pediatric
SALL2	10526	AR	N/A
SALL4	15924	AD	Pediatric
SAMD12	31750	AD	N/A
SAMD9	1348	AD/AR	Pediatric
SAMD9L	1349	AD	Pediatric
SAMHD1	15925	AR	Pediatric
SAR1B	10535	AR	Pediatric
SARS1	10537	AR	N/A
SARS2	17697	AR	N/A
SART3	16860	AD	N/A
SASH1	19182	AR	Adult
SASS6	25403	AR	N/A
SATB1	10541	AD	Pediatric
SATB2	21637	AD	N/A
SBDS	19440	AD/AR	Pediatric
SBF1	10542	AR	N/A
SBF2	2135	AR	Pediatric
SC5D	10547	AR	N/A
SCAPER	13081	AR	N/A
SCARB2	1665	AR	N/A
SCARF2	19869	AR	N/A
SCD5	21088	AD	N/A
SCN10A	10582	AD	N/A
SCN11A	10583	AD	N/A
SCN1A	10585	AD	Pediatric
SCN1B	10586	AD	Pediatric
SCN2A	10588	AD	Pediatric
SCN2B	10589	AD	Adult
SCN3A	10590	AD	N/A
SCN3B	20665	AD	Adult
SCN4A	10591	AD/AR	Pediatric
SCN4B	10592	AD	Pediatric
SCN5A	10593	AD/AR/Digenic	Pediatric
SCN8A	10596	AD	Pediatric
SCN9A	10597	AD/AR	Pediatric
SCNN1A	10599	AD/AR/Digenic (with CFTR or other SCCN1 genes)	Pediatric
SCNN1B	10600	AD/AR/Digenic (with CFTR or other SCCN1 genes)	Pediatric
SCNN1G	10602	AD/AR/Digenic (with CFTR or other SCCN1 genes)	Pediatric
SCO1	10603	AR	N/A
SCO2	10604	AD/AR	N/A
SCP2	10606	AR	N/A
SCUBE3	13655	AR	Pediatric
SCYL1	14372	AR	Pediatric
SCYL2	19286	AR	N/A
SDCCAG8	10671	AR	N/A
SDHA	10680	AD/AR	Adult (Paragangliomas 5; Gastrointestinal stromal tumors); Pediatric (Cardiomyopathy, dilated, 1GG; Neurodegeneration with ataxia and late-onset optic atrophy; Leigh syndrome/Mitochondrial respiratory chain complex II deficiency)
SDHAF1	33867	AR	Pediatric
SDHAF2	26034	AD	Pediatric
SDHB	10681	AD/AR	Pediatric
SDHC	10682	AD	Pediatric
SDHD	10683	AD/AR	Pediatric
SDR9C7	29958	AR	N/A
SEC23A	10701	AR	N/A
SEC23B	10702	AD/AR	Pediatric (Anemia, dyserythropoietic congenital, type II); Adult (Cowden syndrome 7)
SEC24D	10706	AR	N/A
SEC31A	17052	AR	N/A
SEC61A1	18276	AD	Pediatric
SEC63	21082	AD	N/A
SECISBP2	30972	AR	N/A
SELENBP1	10719	AR	N/A
SELENOI	29361	AR	N/A
SELENON	15999	AR	N/A
SEMA3A	10723	AD	Pediatric
SEMA3E	10727	AD	Pediatric
SEMA4A	10729	AR	N/A
SEMA6B	10739	AD	N/A
SEMA7A	10741	AD	Pediatric
SEPSECS	30605	AR	N/A
SEPTIN12	26348	AD	N/A
SEPTIN9	7323	AD	N/A
SERAC1	21061	AR	N/A
SERPINA1	8941	AR	Pediatric
SERPINA6	1540	AD/AR	N/A
SERPINA7	11583	XL	N/A
SERPINB6	8950	AR	N/A
SERPINB7	13902	AR	N/A
SERPINB8	8952	AR	N/A
SERPINC1	775	AD/AR	Pediatric
SERPIND1	4838	AD	N/A
SERPINE1	8583	AR	Pediatric
SERPINF1	8824	AR	N/A
SERPINF2	9075	AD/AR	Pediatric
SERPING1	1228	AD/AR	Pediatric
SERPINH1	1546	AR	N/A
SERPINI1	8943	AD	N/A
SET	10760	AD	N/A
SETBP1	15573	AD	Pediatric
SETD1A	29010	AD	N/A
SETD1B	29187	AD	N/A
SETD2	18420	AD	N/A
SETD5	25566	AD	N/A
SETX	445	AD/AR	N/A
SF3B4	10771	AD	N/A
SFRP4	10778	AR	N/A
SFTPA1	10798	AD/AR	Adult
SFTPA2	10799	AD	Adult
SFTPB	10801	AR	Pediatric
SFTPC	10802	AD	Pediatric
SFXN4	16088	AR	N/A
SGCA	10805	AR	Pediatric
SGCB	10806	AR	Pediatric
SGCD	10807	AR	Pediatric
SGCE	10808	AD	Pediatric
SGCG	10809	AR	N/A
SGMS2	28395	AD	N/A
SGPL1	10817	AR	Pediatric
SGSH	10818	AR	N/A
SH2D1A	10820	XL	Pediatric
SH3BP2	10825	AD	N/A
SH3KBP1	13867	XL	Pediatric
SH3PXD2B	29242	AR	Pediatric
SH3TC2	29427	AR	N/A
SHANK2	14295	AD	N/A
SHANK3	14294	AD	N/A
SHH	10848	AD	N/A
SHMT2	10852	AR	Pediatric
SHOC2	15454	AD	Pediatric
SHOX	10853	XL/PAR	N/A
SHPK	1492	AR	N/A
SHROOM4	29215	XL	N/A
SI	10856	AR	Pediatric
SIAH1	10857	AD	N/A
SIGMAR1	8157	AR	N/A
SIK1	11142	AD	N/A
SIK3	29165	AR	Pediatric
SIL1	24624	AR	N/A
SIN3A	19353	AD	N/A
SIPA1L3	23801	AR	N/A
SIX1	10887	AD	Pediatric
SIX3	10889	AD	N/A
SIX5	10891	AD	Pediatric
SIX6	10892	AD	N/A
SKI	10896	AD	Pediatric
SKIV2L	10898	AR	Pediatric
SLC10A2	10906	AD	Pediatric
SLC10A7	23088	AR	N/A
SLC11A2	10908	AR	Pediatric
SLC12A1	10910	AR	Pediatric
SLC12A2	10911	AD/AR	Pediatric
SLC12A3	10912	AR	Pediatric
SLC12A5	13818	AR	N/A
SLC12A6	10914	AR	N/A
SLC13A3	14430	AR	N/A
SLC13A5	23089	AR	N/A
SLC14A1	10918	BG	Pediatric
SLC16A1	10922	AD/AR	Pediatric (Erythrocyte lactate transporter defect; Monocarboxylate transporter 1 deficiency ); Adult (Hyperinsulinemic hypoglycemia, familial, 7)
SLC16A12	23094	AD	N/A
SLC16A2	10923	XL	Pediatric
SLC17A5	10933	AR	N/A
SLC17A8	20151	AD	N/A
SLC17A9	16192	AD	N/A
SLC18A2	10935	AR	Pediatric
SLC18A3	10936	AR	Pediatric
SLC19A1	10937	AR	Pediatric
SLC19A2	10938	AR	Pediatric
SLC19A3	16266	AR	Pediatric
SLC1A1	10939	AR	Adult
SLC1A2	10940	AD	N/A
SLC1A3	10941	AD	Pediatric
SLC1A4	10942	AR	N/A
SLC20A2	10947	AD	N/A
SLC22A12	17989	AR	Pediatric
SLC22A5	10969	AR	Pediatric
SLC24A1	10975	AR	N/A
SLC24A4	10978	AR	N/A
SLC24A5	20611	AR	N/A
SLC25A1	10979	AR	Pediatric
SLC25A10	10980	AR	N/A
SLC25A11	10981	AD	Adult
SLC25A12	10982	AR	N/A
SLC25A13	10983	AR	Pediatric
SLC25A15	10985	AR	Pediatric
SLC25A19	14409	AR	N/A
SLC25A20	1421	AR	Pediatric
SLC25A21	14411	AR	N/A
SLC25A22	19954	AR	N/A
SLC25A24	20662	AD	N/A
SLC25A26	20661	AR	N/A
SLC25A3	10989	AR	N/A
SLC25A32	29683	AR	Pediatric
SLC25A38	26054	AR	Pediatric
SLC25A4	10990	AD/AR	Pediatric
SLC25A42	28380	AR	N/A
SLC25A46	25198	AR	N/A
SLC26A1	10993	AR	Pediatric
SLC26A2	10994	AR	N/A
SLC26A3	3018	AR	Pediatric
SLC26A4	8818	AR	Pediatric
SLC26A5	9359	AR	Pediatric
SLC26A8	14468	AD	N/A
SLC27A4	10998	AR	N/A
SLC28A1	11001	AR	N/A
SLC29A3	23096	AR	Pediatric
SLC2A1	11005	AD/AR	Pediatric
SLC2A10	13444	AR	Pediatric
SLC2A2	11006	AR	Pediatric
SLC2A9	13446	AD/AR	Pediatric
SLC30A10	25355	AR	Pediatric
SLC30A2	11013	AD	Adult
SLC30A9	1329	AR	Pediatric
SLC33A1	95	AR	Pediatric
SLC34A1	11019	AR	Pediatric
SLC34A2	11020	AR	Pediatric
SLC34A3	20305	AR	Pediatric
SLC35A1	11021	AR	Pediatric
SLC35A2	11022	XL	Pediatric
SLC35A3	11023	AR	N/A
SLC35C1	20197	AR	Pediatric
SLC35D1	20800	AR	N/A
SLC36A2	18762	AD/AR/Digenic	N/A
SLC37A4	4061	AR	Pediatric
SLC38A8	32434	AR	N/A
SLC39A13	20859	AR	N/A
SLC39A14	20858	AD/AR	Pediatric
SLC39A4	17129	AR	Pediatric
SLC39A5	20502	AD	N/A
SLC39A7	4927	AR	Pediatric
SLC39A8	20862	AR	Pediatric
SLC3A1	11025	AD/AR	Pediatric
SLC40A1	10909	AD	Pediatric
SLC41A1	19429	AR	Pediatric
SLC44A1	18798	AR	N/A
SLC44A4	13941	AD	N/A
SLC45A1	17939	AR	N/A
SLC45A2	16472	AD/AR	N/A
SLC46A1	30521	AR	Pediatric
SLC4A1	11027	AD/AR/BG	Pediatric
SLC4A11	16438	AD	Pediatric
SLC4A4	11030	AD/AR	Pediatric
SLC51A	29955	AR	Pediatric
SLC51B	29956	AR	Pediatric
SLC52A1	30225	AD	Pediatric
SLC52A2	30224	AR	Pediatric
SLC52A3	16187	AR	Pediatric
SLC5A1	11036	AR	Pediatric
SLC5A2	11037	AD/AR	N/A
SLC5A5	11040	AR	Pediatric
SLC5A6	11041	AR	Pediatric
SLC5A7	14025	AR	Pediatric
SLC6A1	11042	AD	N/A
SLC6A17	31399	AR	N/A
SLC6A19	27960	AR	Pediatric
SLC6A2	11048	AD	N/A
SLC6A20	30927	AD/Digenic	N/A
SLC6A3	11049	AR	N/A
SLC6A5	11051	AR	Pediatric
SLC6A6	11052	AR	Pediatric
SLC6A8	11055	XL	Pediatric
SLC6A9	11056	AR	N/A
SLC7A14	29326	AR	N/A
SLC7A6OS	25807	AR	N/A
SLC7A7	11065	AR	Pediatric
SLC7A9	11067	AD/AR	Pediatric
SLC9A1	11071	AR	N/A
SLC9A3	11073	AR	Pediatric
SLC9A3R1	11075	AD	Adult
SLC9A6	11079	XL	N/A
SLC9A7	17123	XL	N/A
SLC9A9	20653	AD	N/A
SLCO1B1	10959	AD	Pediatric
SLCO1B3	10961	Digenic	N/A
SLCO2A1	10955	AD/AR	Pediatric
SLFN14	32689	AR	Pediatric
SLITRK1	20297	AD	N/A
SLITRK6	23503	AR	Pediatric
SLURP1	18746	AD/AR	N/A
SLX4	23845	AR	Pediatric
SMAD2	6768	AD	Pediatric
SMAD3	6769	AD	Pediatric
SMAD4	6770	AD	Pediatric
SMAD6	6772	AD	Pediatric
SMAD9	6774	AD	Pediatric
SMARCA2	11098	AD	Pediatric
SMARCA4	11100	AD	Pediatric
SMARCAD1	18398	AD	Adult
SMARCAL1	11102	AR	Pediatric
SMARCB1	11103	AD	Pediatric
SMARCC2	11105	AD	N/A
SMARCD1	11106	AD	N/A
SMARCD2	11107	AR	Pediatric
SMARCE1	11109	AD	Pediatric
SMC1A	11111	XL	Pediatric
SMC3	2468	AD	Pediatric
SMCHD1	29090	AD	Pediatric
SMG8	25551	AR	Pediatric
SMG9	25763	AR	Pediatric
SMIM1	44204	BG	Pediatric
SMN1	11117	AR	N/A
SMN2	11118	AD	N/A
SMO	11119	AR	Pediatric
SMOC1	20318	AR	N/A
SMOC2	20323	AR	N/A
SMPD1	11120	AR	N/A
SMPD4	32949	AR	Pediatric
SMPX	11122	XL	Pediatric
SMS	11123	XL	N/A
SNAI2	11094	AR	Pediatric
SNAP25	11132	AD	N/A
SNAP29	11133	AR	N/A
SNCA	11138	AD	Adult
SNCAIP	11139	AD	Adult
SNCB	11140	AD	N/A
SNIP1	30587	AR	N/A
SNORA31	32621	AD	Pediatric
SNORD118	32952	AR	N/A
SNRNP200	30859	AD	N/A
SNRPB	11153	AD	N/A
SNRPE	11161	AD	N/A
SNTA1	11167	AD	Adult
SNX10	14974	AR	Pediatric
SNX14	14977	AR	N/A
SOBP	29256	AR	N/A
SOCS1	19383	AD	Pediatric
SOD1	11179	AD/AR	N/A
SOHLH1	27845	AR	Pediatric
SON	11183	AD	Pediatric
SORD	11184	AR	N/A
SOS1	11187	AD	Pediatric
SOS2	11188	AD	Pediatric
SOST	13771	AD/AR	Pediatric
SOX10	11190	AD	Pediatric
SOX11	11191	AD	N/A
SOX17	18122	AD	Pediatric
SOX18	11194	AD/AR	N/A
SOX2	11195	AD	Pediatric
SOX3	11199	XL	Pediatric
SOX4	11200	AD	Pediatric
SOX5	11201	AD	N/A
SOX6	16421	AD	N/A
SOX9	11204	AD	Pediatric
SP110	5401	AR	Pediatric
SP7	17321	AR	N/A
SPAG17	26620	AR	N/A
SPARC	11219	AD/AR	N/A
SPART	18514	AR	N/A
SPAST	11233	AD	N/A
SPATA16	29935	AR	N/A
SPATA5	18119	AR	Pediatric
SPATA5L1	28762	AR	Pediatric
SPATA7	20423	AR	N/A
SPECC1L	29022	AD	Pediatric
SPEF2	26293	AR	N/A
SPEG	16901	AR	Pediatric
SPEN	17575	AD	Pediatric
SPG11	11226	AR	N/A
SPG21	20373	AR	N/A
SPG7	11237	AR	N/A
SPI1	11241	AD	Pediatric
SPIDR	28971	AR	N/A
SPINK1	11244	AD	Pediatric
SPINK2	11245	AR	N/A
SPINK5	15464	AR	Pediatric
SPINT2	11247	AD	Pediatric
SPNS2	26992	AR	Pediatric
SPOP	11254	AD	Pediatric
SPPL2A	30227	AR	Pediatric
SPR	11257	AR	Pediatric
SPRED1	20249	AD	N/A
SPRY2	11270	AD	N/A
SPRY4	15533	AD/Digenic	Pediatric
SPTA1	11272	AD/AR	Pediatric
SPTAN1	11273	AD	N/A
SPTB	11274	AD/AR	Pediatric
SPTBN1	11275	AD	N/A
SPTBN2	11276	AD/AR	N/A
SPTBN4	14896	AR	N/A
SPTLC1	11277	AD	Pediatric
SPTLC2	11278	AD	Pediatric
SPZ1	30721	AR	Pediatric
SQOR	20390	AR	Pediatric
SQSTM1	11280	AD	Pediatric
SRC	11283	AD	Pediatric
SRCAP	16974	AD	N/A
SRD5A2	11285	AR	Pediatric
SRD5A3	25812	AR	Pediatric
SREBF1	11289	AD	N/A
SRP54	11301	AD	Pediatric
SRP72	11303	AD	Pediatric
SRPX2	30668	XL	N/A
SRY	11311	YL	Pediatric
SSBP1	11317	AD	N/A
SSR4	11326	XL	N/A
SSTR5	11334	AD	Pediatric
ST14	11344	AR	N/A
ST3GAL3	10866	AR	N/A
ST3GAL5	10872	AR	N/A
STAC3	28423	AR	Pediatric
STAG1	11354	AD	N/A
STAG2	11355	XL	Pediatric
STAG3	11356	AR	Pediatric
STAMBP	16950	AR	N/A
STAR	11359	AR	Pediatric
STARD7	18063	AD	N/A
STAT1	11362	AD/AR	Pediatric
STAT2	11363	AR	Pediatric
STAT3	11364	AD	Pediatric
STAT5B	11367	AD/AR	Pediatric
STEAP3	24592	AD	Pediatric
STEEP1	26239	XL	N/A
STIL	10879	AR	N/A
STIM1	11386	AD/AR	Pediatric
STING1	27962	AD	N/A
STK11	11389	AD	Pediatric
STK36	17209	AR	Pediatric
STK4	11408	AR	Pediatric
STN1	26200	AR	Pediatric
STRA6	30650	AR	Pediatric
STRADA	30172	AR	Pediatric
STRC	16035	AR	Pediatric
STS	11425	XL	Pediatric
STT3A	6172	AD/AR	N/A
STT3B	30611	AR	N/A
STUB1	11427	AD/AR	N/A
STX11	11429	AR	Pediatric
STX16	11431	AD	Pediatric
STX1B	18539	AD	N/A
STXBP1	11444	AD	N/A
STXBP2	11445	AR	Pediatric
SUCLA2	11448	AR	Pediatric
SUCLG1	11449	AR	N/A
SUFU	16466	AD	Pediatric
SUGCT	16001	AR	N/A
SULT2B1	11459	AR	N/A
SUMF1	20376	AR	N/A
SUMO1	12502	AD	N/A
SUN5	16252	AR	N/A
SUOX	11460	AR	Pediatric
SUPT16H	11465	AD	N/A
SURF1	11474	AR	N/A
SUZ12	17101	AD	N/A
SVBP	29204	AR	N/A
SVIL	11480	AR	Pediatric
SYCE1	28852	AR	Pediatric
SYCP2	11490	AD	N/A
SYCP3	18130	AD	N/A
SYK	11491	AD	Pediatric
SYN1	11494	XL	N/A
SYNE1	17089	AD	Pediatric
SYNE2	17084	AD	Pediatric
SYNE4	26703	AR	Pediatric
SYNGAP1	11497	AD	N/A
SYNJ1	11503	AR	Pediatric
SYP	11506	XL	N/A
SYT1	11509	AD	N/A
SYT14	23143	AR	N/A
SYT2	11510	AD/AR	Pediatric
SZT2	29040	AR	N/A
TAB2	17075	AD	Pediatric
TAC3	11521	AR	Pediatric
TACO1	24316	AR	N/A
TACR3	11528	AR	Pediatric
TACSTD2	11530	AR	N/A
TAF1	11535	XL	Pediatric
TAF13	11546	AR	N/A
TAF2	11536	AR	N/A
TAF4B	11538	AR	N/A
TAF6	11540	AR	N/A
TAFAZZIN	11577	XL	Pediatric
TALDO1	11559	AR	Pediatric
TANC2	30212	AD	N/A
TANGO2	25439	AR	Pediatric
TAOK1	29259	AD	N/A
TAP1	43	AR	Pediatric
TAP2	44	AR	Pediatric
TAPBP	11566	AR	Pediatric
TARDBP	11571	AD	N/A
TARS1	11572	AR	Pediatric
TARS2	30740	AR	N/A
TAS2R16	14921	AD	N/A
TAS2R38	9584	AD	N/A
TASP1	15859	AR	Pediatric
TAT	11573	AR	Pediatric
TBC1D20	16133	AR	N/A
TBC1D23	25622	AR	N/A
TBC1D24	29203	AD/AR	Pediatric
TBC1D2B	29183	AR	N/A
TBC1D4	19165	AR	N/A
TBC1D7	21066	AR	N/A
TBC1D8B	24715	XL	N/A
TBCD	11581	AR	N/A
TBCE	11582	AR	Pediatric
TBCK	28261	AR	N/A
TBK1	11584	AD	Pediatric
TBL1X	11585	XL	Pediatric
TBL1XR1	29529	AD	N/A
TBL1Y	18502	YL	N/A
TBP	11588	AD/AR	N/A
TBR1	11590	AD	N/A
TBX1	11592	AD	Pediatric
TBX15	11594	AR	N/A
TBX18	11595	AD	Pediatric
TBX19	11596	AR	Pediatric
TBX2	11597	AD	Pediatric
TBX20	11598	AD	Pediatric
TBX21	11599	AR	Pediatric
TBX22	11600	XL	N/A
TBX3	11602	AD	N/A
TBX4	11603	AD	Pediatric
TBX5	11604	AD	Pediatric
TBX6	11605	AD/AR	N/A
TBXA2R	11608	AD	Pediatric
TBXAS1	11609	AR	Pediatric
TBXT	11515	AD	Pediatric
TCAP	11610	AD/AR	Pediatric
TCF12	11623	AD	Pediatric
TCF20	11631	AD	N/A
TCF3	11633	AD	Pediatric
TCF4	11634	AD	N/A
TCHH	11791	AR	N/A
TCIRG1	11647	AR	Pediatric
TCN2	11653	AR	Pediatric
TCOF1	11654	AD	Pediatric
TCTN1	26113	AR	N/A
TCTN2	25774	AR	N/A
TCTN3	24519	AR	Pediatric
TDGF1	11701	AD	Pediatric
TDO2	11708	AD	N/A
TDP1	18884	AR	N/A
TDP2	17768	AR	N/A
TDRD7	30831	AR	Pediatric
TDRD9	20122	AR	N/A
TEAD1	11714	AD	N/A
TECPR2	19957	AR	N/A
TECR	4551	AR	N/A
TECRL	27365	AR	Pediatric
TECTA	11720	AD/AR	Pediatric
TEK	11724	AD	Pediatric
TELO2	29099	AR	Pediatric
TENM1	8117	AR	N/A
TENM3	29944	AR	N/A
TENM4	29945	AD	N/A
TENT5A	18345	AR	N/A
TERB1	26675	AR	N/A
TERB2	28520	AR	N/A
TERC	11727	AD	Pediatric
TERT	11730	AD/AR	Pediatric
TET2	25941	AR	Pediatric
TET3	28313	AD/AR	N/A
TEX11	11733	XL	N/A
TEX14	11737	AR	N/A
TEX15	11738	AR	N/A
TF	11740	AR	Pediatric
TFAM	11741	AR	N/A
TFAP2A	11742	AD	Pediatric
TFAP2B	11743	AD	Pediatric
TFE3	11752	XL	N/A
TFG	11758	AR	N/A
TFR2	11762	AR	Pediatric
TFRC	11763	AR	Pediatric
TG	11764	AR	Pediatric
TGDS	20324	AR	N/A
TGFB1	11766	AD/AR	Pediatric
TGFB2	11768	AD	Pediatric
TGFB3	11769	AD	Pediatric
TGFBI	11771	AD	N/A
TGFBR1	11772	AD	Pediatric
TGFBR2	11773	AD	Pediatric
TGIF1	11776	AD	N/A
TGM1	11777	AR	N/A
TGM3	11779	AR	N/A
TGM5	11781	AR	N/A
TGM6	16255	AD	N/A
TH	11782	AR	Pediatric
THAP1	20856	AD	N/A
THBD	11784	AD	Pediatric (Hemolytic uremic syndrome, atypical, susceptibility to, 6); Adult (Thrombophilia due to thrombomodulin defect)
THG1L	26053	AR	N/A
THOC2	19073	XL	N/A
THOC6	28369	AR	Pediatric
THPO	11795	AD	Pediatric
THRA	11796	AD	Pediatric
THRB	11799	AD/AR	Pediatric
THSD1	17754	AD	Adult
TIA1	11802	AD	N/A
TICAM1	18348	AD/AR	Pediatric
TIMM22	17317	AR	N/A
TIMM50	23656	AR	Pediatric
TIMM8A	11817	XL	Pediatric
TIMMDC1	1321	AR	N/A
TIMP3	11822	AD	N/A
TINF2	11824	AD	Pediatric
TJP2	11828	AR	Pediatric
TK2	11831	AR	N/A
TKFC	24552	AR	N/A
TKT	11834	AR	Pediatric
TLCD3B	25295	AR	N/A
TLE6	30788	AR	N/A
TLK2	11842	AD	N/A
TLL1	11843	AD	Pediatric
TLR3	11849	AD/AR	Pediatric
TLR7	15631	XL	Pediatric
TM4SF20	26230	AD	N/A
TMC1	16513	AR	Pediatric
TMC6	18021	AR	Pediatric
TMC8	20474	AR	Pediatric
TMCO1	18188	AR	Pediatric
TMEM106B	22407	AR	N/A
TMEM107	28128	AR	N/A
TMEM126A	25382	AR	N/A
TMEM126B	30883	AR	Pediatric
TMEM127	26038	AD	Adult
TMEM132E	26991	AR	Pediatric
TMEM138	26944	AR	N/A
TMEM165	30760	AR	N/A
TMEM199	18085	AR	Pediatric
TMEM216	25018	AR	N/A
TMEM218	27344	AR	N/A
TMEM222	25363	AR	N/A
TMEM231	37234	AR	N/A
TMEM237	14432	AR	N/A
TMEM240	25186	AD	N/A
TMEM251	20218	AR	N/A
TMEM260	20185	AR	Pediatric
TMEM38B	25535	AR	N/A
TMEM43	28472	AD	Pediatric
TMEM53	26186	AR	N/A
TMEM63A	29118	AD	N/A
TMEM67	28396	AR	Pediatric
TMEM70	26050	AR	N/A
TMEM94	28983	AR	Pediatric
TMEM98	24529	AD	N/A
TMIE	30800	AR	Pediatric
TMLHE	18308	AD	Pediatric
TMPO	11875	AD	Pediatric
TMPRSS15	9490	AR	Pediatric
TMPRSS3	11877	AR	Pediatric
TMPRSS6	16517	AR	Pediatric
TMTC3	26899	AR	N/A
TMX2	30739	AR	N/A
TNC	5318	AD	N/A
TNFAIP3	11896	AD	Pediatric
TNFRSF10B	11905	AD	Pediatric
TNFRSF11A	11908	AD/AR	Pediatric (Polyostotic osteolytic dysplasia, hereditary expansile/Osteopetrosis, autosomal recessive 7); Adult (Paget disease of bone)
TNFRSF11B	11909	AR	Pediatric
TNFRSF13B	18153	AD/AR	Pediatric
TNFRSF13C	17755	AR	Pediatric
TNFRSF1A	11916	AD	Pediatric
TNFRSF4	11918	AR	Pediatric
TNFSF11	11926	AR	Pediatric
TNIK	30765	AR	N/A
TNNC1	11943	AD	Pediatric
TNNI2	11946	AD	N/A
TNNI3	11947	AD/AR	Pediatric
TNNI3K	19661	AD	Pediatric
TNNT1	11948	AR	N/A
TNNT2	11949	AD	Pediatric
TNNT3	11950	AD	N/A
TNPO2	19998	AD	Pediatric
TNPO3	17103	AD	N/A
TNRC6A	11969	AD	N/A
TNRC6B	29190	AD	N/A
TNXB	11976	AD/AR	Pediatric
TOE1	15954	AR	N/A
TOGARAM1	19959	AR	N/A
TOM1	11982	AD	Pediatric
TONSL	7801	AR	N/A
TOP2B	11990	AD	Pediatric
TOP3A	11992	AR	Pediatric (Microcephaly, growth restriction, and increased sister chromatid exchange 2); Adult (Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5)
